Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,Male,Country,Timestamp,Clicked on Ad
71.05,20,49544.41,204.22,Self-enabling asynchronous knowledge user,1,Egypt,2016-06-13 22:41,0
47.48,31,29359.2,141.34,Reverse-engineered 24hour hardware,0,Egypt,2016-06-30 0:19,1
75,29,63965.16,230.36,Secured upward-trending benchmark,1,Egypt,2016-02-16 2:29,0
45.82,27,64410.8,171.24,Expanded full-range synergy,1,Egypt,2016-02-10 20:43,1
75.83,27,67516.07,200.59,Managed upward-trending instruction set,0,Egypt,2016-03-04 10:13,0
87.3,35,58337.18,216.87,Triple-buffered regional toolset,0,Egypt,2016-01-09 7:28,0
36.44,39,52400.88,147.64,Configurable disintermediate throughput,1,Egypt,2016-05-31 6:21,1
46.61,42,65856.74,136.18,Progressive intermediate throughput,0,Egypt,2016-01-01 20:17,1
63.26,29,54787.37,120.46,Customizable holistic archive,1,Egypt,2016-03-02 4:02,1
52.13,50,40926.93,118.27,Open-source even-keeled database,1,Egypt,2016-01-28 17:03,1
46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,1,Egypt,2016-04-04 13:56,1
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,1,Egypt,2016-04-25 3:18,1
41.86,39,53041.77,128.62,Open-source stable paradigm,1,Egypt,2016-03-26 15:28,1
35.98,45,43241.88,150.79,Front-line fresh-thinking installation,0,Egypt,2016-06-27 21:51,1
89.05,45,57868.44,206.98,Polarized bandwidth-monitored moratorium,0,Egypt,2016-04-03 10:07,0
38.94,41,57587,142.67,Optional mission-critical functionalities,1,Egypt,2016-07-15 9:08,1
61.09,26,55336.18,131.68,User-friendly well-modulated leverage,1,Egypt,2016-04-09 16:31,1
65.22,30,66263.37,240.09,Fully-configurable foreground solution,1,Egypt,2016-05-07 15:16,0
49.81,35,57009.76,120.06,Seamless real-time array,1,Egypt,2016-01-05 4:18,1
69.11,42,73608.99,231.48,Face-to-face mission-critical definition,1,Egypt,2016-04-21 12:34,0
51.68,49,51067.54,258.62,Seamless cohesive conglomeration,0,Egypt,2016-06-28 12:51,1
50.08,30,41629.86,123.91,Sharable grid-enabled matrix,0,Egypt,2016-01-03 5:34,1
84.08,30,62336.39,187.36,Face-to-face intermediate approach,1,Egypt,2016-01-13 2:58,0
76.81,28,65172.22,217.85,Managed zero tolerance concept,1,Egypt,2016-07-03 12:57,0
89.15,42,59886.58,171.07,Phased zero administration success,0,Egypt,2016-04-25 7:30,0
55.92,24,33951.63,145.08,Focused systemic benchmark,0,Egypt,2016-05-31 21:41,1
49.13,32,41097.17,120.49,Optimized intermediate help-desk,0,Egypt,2016-01-29 0:45,1
83.69,36,68717,192.57,Robust context-sensitive neural-net,0,Egypt,2016-03-23 5:27,0
65.65,30,72209.99,158.05,Up-sized tertiary contingency,0,Egypt,2016-07-02 21:22,0
46.08,30,66784.81,164.63,Synergistic value-added extranet,1,Egypt,2016-07-21 10:54,1
67.05,25,65421.39,220.92,Realigned scalable standardization,0,Egypt,2016-02-26 9:54,0
67.69,37,76408.19,216.57,Monitored content-based implementation,0,Egypt,2016-07-18 18:33,0
83.16,41,70185.06,194.95,Decentralized 24hour approach,0,France,2016-01-04 4:00,0
56.7,48,62784.85,123.13,Progressive non-volatile neural-net,0,France,2016-01-09 4:53,1
73.89,39,47160.53,110.68,Horizontal national architecture,0,France,2016-04-20 0:41,1
75.15,33,71296.67,219.49,Synchronized zero tolerance product,1,France,2016-06-19 18:19,0
87.97,35,48918.55,149.25,Secured secondary superstructure,1,France,2016-03-24 5:38,0
40.19,37,55358.88,136.99,Right-sized system-worthy project,0,France,2016-01-18 2:51,1
71.14,30,69758.31,224.82,Assimilated stable encryption,0,France,2016-06-21 0:52,0
44.4,53,43073.78,140.95,Phased zero-defect portal,1,France,2016-06-30 0:43,1
54.97,31,51900.03,116.38,Virtual bifurcated portal,1,France,2016-07-07 12:17,1
66.47,31,58037.66,256.39,Vision-oriented human-resource synergy,1,France,2016-03-03 3:13,0
46.37,52,32847.53,144.27,De-engineered solution-oriented open architecture,0,France,2016-01-05 0:02,1
53.38,35,60803.37,120.06,Total local synergy,1,France,2016-03-30 1:05,1
48.86,54,53188.69,134.46,Proactive encompassing paradigm,0,France,2016-01-09 17:33,1
78.01,26,62729.4,200.71,Focused multi-state workforce,1,France,2016-03-28 2:29,0
81.99,33,61270.14,230.9,Inverse bi-directional knowledge user,0,France,2016-02-15 14:13,0
59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,1,France,2016-03-02 5:11,0
91.43,39,46964.11,209.91,Organic motivating model,1,France,2016-07-07 3:55,0
87.85,31,52178.98,210.27,Compatible scalable emulation,1,France,2016-06-14 19:48,0
43.57,36,50971.73,125.2,Front-line upward-trending groupware,1,France,2016-06-25 17:33,1
85.84,32,62204.93,192.85,Up-sized 6thgeneration moratorium,1,France,2016-06-09 21:43,0
74.65,28,67669.06,212.56,Robust transitional ability,0,France,2016-03-17 5:00,0
45.05,42,66348.95,141.36,Digitized contextually-based product,0,France,2016-05-05 11:09,1
73.38,25,53058.91,236.19,Horizontal transitional challenge,1,France,2016-04-21 9:30,0
61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,1,France,2016-07-10 19:15,0
80.39,31,66269.49,214.74,Fully-configurable incremental Graphical User Interface,0,France,2016-05-03 8:21,0
65.8,25,60843.32,231.49,Expanded radical software,1,France,2016-03-18 16:04,0
77.66,29,67080.94,168.15,Operative scalable emulation,0,France,2016-06-19 22:08,0
77.44,28,65620.25,210.39,Front-line incremental access,0,France,2016-06-10 4:21,0
64.38,19,52530.1,180.47,Configurable dynamic secured line,1,France,2016-05-27 5:23,0
82.3,31,56735.83,232.21,Balanced executive definition,0,France,2016-04-16 8:36,0
37.87,52,56394.82,188.56,Phased analyzing emulation,1,France,2016-05-25 20:10,1
79.36,33,62330.75,234.72,Cross-platform directional intranet,1,France,2016-01-02 4:50,0
35.65,40,31265.75,172.58,Seamless intangible secured line,1,France,2016-05-10 7:22,1
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,0,France,2016-06-18 5:17,0
82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,1,France,2016-05-24 10:16,0
63.18,45,39211.49,107.92,Reactive upward-trending migration,0,France,2016-03-05 12:03,1
82.12,52,28679.93,201.15,Fully-configurable client-driven customer loyalty,1,Germany,2016-02-03 10:40,1
69.88,20,55642.32,183.82,Mandatory homogeneous architecture,1,Germany,2016-07-11 1:42,0
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,0,Germany,2016-02-23 13:55,1
74.07,22,50950.24,165.43,Cross-group non-volatile secured line,1,Germany,2016-03-22 4:13,0
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,0,Germany,2016-07-23 4:04,1
83.86,31,64122.36,190.25,Up-sized executive moderator,0,Germany,2016-02-05 19:06,0
88.12,38,46653.75,230.91,Realigned next generation projection,0,Germany,2016-02-17 7:05,0
87.35,35,58114.3,158.29,Cloned dedicated analyzer,1,Germany,2016-01-26 2:47,0
51.95,52,58295.82,129.23,Monitored systematic hierarchy,0,Germany,2016-07-19 8:32,1
50.08,40,64147.86,125.85,Ergonomic full-range time-frame,1,Germany,2016-04-10 2:02,1
86.19,31,57669.41,210.26,Pre-emptive executive knowledgebase,1,Germany,2016-05-08 12:51,0
79.44,26,60845.55,206.79,Public-key zero-defect analyzer,0,Germany,2016-05-15 13:18,0
59.12,33,28210.03,124.54,Synergistic stable infrastructure,0,Germany,2016-05-12 21:32,1
84.81,32,43299.63,233.93,Multi-layered stable encoding,1,Germany,2016-07-04 23:17,0
86.53,46,46500.11,233.36,Networked responsive application,0,Germany,2016-06-29 1:19,0
78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,1,Germany,2016-01-17 13:27,0
79.15,26,62312.23,203.23,Intuitive explicit conglomeration,0,Germany,2016-01-20 19:09,0
53.14,38,49111.47,109,Automated web-enabled migration,1,Germany,2016-07-03 22:13,1
80.15,25,55195.61,214.49,Monitored intermediate circuit,0,Germany,2016-07-18 2:51,0
75.81,40,71157.05,229.19,Inverse zero-defect capability,0,Germany,2016-03-27 19:50,0
68.25,29,70324.8,220.08,Phased fault-tolerant definition,0,Germany,2016-02-15 16:18,0
74.53,30,68862,221.51,Configurable coherent function,1,Germany,2016-04-18 9:33,0
50.18,35,63006.14,127.82,Customizable hybrid system engine,1,Germany,2016-06-20 4:24,1
56.56,26,68783.45,204.47,Compatible composite project,1,Germany,2016-02-03 22:11,0
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,1,Germany,2016-03-12 2:48,1
76.28,33,52686.47,254.34,Right-sized asynchronous website,0,Germany,2016-02-15 7:55,0
54.39,20,52563.22,171.9,Digitized content-based circuit,1,Germany,2016-02-29 18:06,1
73.41,31,73049.3,201.26,Profound executive flexibility,1,Germany,2016-01-16 8:01,0
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,0,Germany,2016-01-01 8:27,0
44.73,35,55316.97,127.56,Object-based neutral policy,1,Germany,2016-01-27 18:25,1
67.69,44,37345.34,109.22,Fundamental methodical support,0,Germany,2016-04-01 1:57,1
38.46,42,58183.04,145.98,Customizable 6thgeneration knowledge user,1,Germany,2016-04-06 11:24,1
84.53,27,40763.13,168.34,Stand-alone tangible moderator,0,Germany,2016-01-04 21:48,1
39.19,54,52581.16,173.05,Stand-alone empowering benchmark,0,Germany,2016-01-23 21:15,1
55.55,19,41920.79,187.95,Proactive bandwidth-monitored policy,0,Germany,2016-03-24 2:35,0
66.49,20,56884.74,202.16,Polarized 6thgeneration info-mediaries,0,Germany,2016-06-10 11:31,0
39.96,45,59610.81,146.13,Enhanced homogeneous moderator,1,Germany,2016-04-15 6:08,1
59.7,28,49158.5,120.25,Expanded zero administration attitude,0,Germany,2016-05-10 14:12,1
47.53,30,33258.09,135.18,Customer-focused upward-trending contingency,0,Germany,2016-04-03 5:10,1
63.36,48,70053.27,137.43,Centralized tertiary pricing structure,0,Germany,2016-06-23 1:22,1
81.51,41,53412.32,250.03,Future-proofed modular utilization,0,Germany,2016-05-19 9:30,0
33.33,45,53350.11,193.58,Pre-emptive value-added workforce,1,Germany,2016-01-17 9:31,1
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,0,Germany,2016-04-30 15:27,0
46.13,46,37838.72,123.64,Horizontal hybrid challenge,1,Germany,2016-01-09 5:44,1
71.28,37,67307.43,246.72,Distributed scalable orchestration,1,Germany,2016-04-10 16:08,0
44.33,41,43386.07,120.63,Ergonomic empowering frame,0,Germany,2016-01-14 9:27,1
59.64,51,71455.62,153.12,Re-contextualized human-resource success,1,Germany,2016-05-03 1:09,1
60.75,42,69775.75,247.05,Fully-configurable systemic productivity,1,Germany,2016-02-19 13:26,0
83.97,28,56986.73,205.5,Reactive needs-based instruction set,1,Germany,2016-06-16 2:33,0
63.99,43,72802.42,138.46,Ameliorated bandwidth-monitored contingency,0,Germany,2016-01-11 8:18,1
48.09,33,19345.36,180.42,Balanced motivating help-desk,0,Germany,2016-05-28 12:38,1
44.96,50,52802,132.71,Focused fresh-thinking Graphic Interface,1,Germany,2016-01-02 12:25,1
87.46,37,61009.1,211.56,Synergized grid-enabled framework,1,Germany,2016-06-16 3:17,0
37.51,30,52097.32,163,Re-contextualized optimal service-desk,1,Germany,2016-03-21 18:46,1
69.97,28,55041.6,250,Mandatory 3rdgeneration moderator,0,Germany,2016-05-22 0:01,0
81.59,35,65826.53,223.16,Managed disintermediate capability,0,Germany,2016-07-04 11:03,0
47.66,29,27086.4,156.54,Devolved responsive structure,0,Germany,2016-07-18 11:33,1
68.1,40,74903.41,227.73,Reactive composite project,1,Germany,2016-02-05 16:50,0
59.22,55,39131.53,126.39,Polarized 5thgeneration matrix,1,Germany,2016-01-13 2:39,1
66.89,23,64433.99,208.24,Universal incremental array,1,Germany,2016-01-04 7:28,0
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,0,Germany,2016-07-06 5:34,0
45.72,36,22473.08,154.02,Versatile homogeneous capacity,1,Germany,2016-04-19 15:14,1
81.58,25,39699.13,199.39,Decentralized needs-based analyzer,0,Germany,2016-05-11 22:02,0
65.15,29,41335.84,117.3,Expanded value-added emulation,0,Germany,2016-07-14 22:43,1
83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,1,China,2016-05-28 12:20,0
55.74,37,26130.93,124.34,Networked asymmetric infrastructure,1,China,2016-02-11 16:45,1
40.18,29,50760.23,151.96,Enhanced intangible portal,0,China,2016-06-25 4:21,1
80.31,44,56366.88,127.07,Cross-platform regional task-force,0,China,2016-04-18 15:54,1
69.74,49,66524.8,243.37,Enhanced maximized access,0,China,2016-03-27 16:41,0
73.3,36,68211.35,135.72,Adaptive asynchronous attitude,1,China,2016-01-30 4:38,1
62.18,33,65899.68,126.44,Reactive impactful challenge,0,China,2016-05-20 0:00,1
49.19,38,61004.51,123.08,Versatile solution-oriented secured line,0,China,2016-05-12 12:11,1
66.8,29,59683.16,248.51,Diverse leadingedge website,0,China,2016-07-11 13:23,1
68.37,35,73889.99,225.58,Robust logistical utilization,0,China,2016-06-03 3:36,0
77.14,24,60283.98,184.88,Horizontal heuristic synergy,1,China,2016-01-21 18:51,0
38.65,31,51812.71,154.77,Total even-keeled architecture,1,China,2016-05-24 9:50,1
72.76,33,66431.87,240.63,Virtual impactful algorithm,1,China,2016-05-10 4:28,0
80.46,29,56909.3,230.78,Mandatory coherent groupware,0,China,2016-06-04 9:13,0
74.38,40,74024.61,220.05,Enhanced zero tolerance Graphic Interface,1,China,2016-03-13 13:50,0
65.59,47,28265.81,121.81,Digitized disintermediate ability,0,China,2016-03-22 6:41,1
66.88,35,62790.96,119.47,Polarized bifurcated array,1,China,2016-03-23 19:58,1
79.53,33,61467.33,236.72,Profound well-modulated array,0,China,2016-02-28 22:02,0
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,1,China,2016-01-30 9:54,1
48.46,49,61230.03,132.38,Devolved human-resource circuit,1,China,2016-01-21 23:33,1
41.82,41,24852.9,156.36,Phased transitional instruction set,0,China,2016-05-26 22:49,1
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,0,China,2016-07-09 11:18,1
85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,0,China,2016-04-14 21:37,0
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,1,China,2016-03-15 19:35,0
35.25,50,47051.02,194.44,Intuitive global website,0,China,2016-01-03 4:39,1
56.14,38,32689.04,113.53,Devolved tangible approach,1,China,2016-02-03 7:59,1
81.46,29,51636.12,231.54,Intuitive fresh-thinking moderator,0,China,2016-02-29 11:00,0
51.65,31,58996.56,249.99,Virtual context-sensitive support,0,China,2016-05-25 10:39,0
67.8,30,39809.69,117.75,Team-oriented 6thgeneration extranet,1,China,2016-03-03 2:59,1
73.94,26,55411.06,236.15,Front-line non-volatile implementation,1,China,2016-01-24 1:53,0
64.2,27,66200.96,227.63,Phased zero tolerance extranet,1,China,2016-02-11 23:45,0
65.19,36,75254.88,150.61,Cross-group regional website,0,China,2016-02-17 11:42,1
73.1,28,57014.84,242.37,Universal asymmetric archive,0,China,2016-01-25 7:52,0
78.68,29,66225.72,208.05,Inverse high-level capability,0,China,2016-01-16 16:40,0
52.56,31,33147.19,250.36,Integrated interactive support,1,China,2016-04-24 1:48,1
74.15,29,54806.18,245.89,Triple-buffered reciprocal time-frame,1,China,2016-01-10 2:31,0
48.01,46,54286.1,119.93,Centralized 24/7 installation,0,China,2016-04-25 11:01,1
78.84,26,56593.8,217.66,Persistent even-keeled application,1,China,2016-06-29 7:20,0
70.61,28,72154.68,190.12,Assimilated encompassing portal,0,China,2016-04-16 5:24,0
75.94,27,53042.51,236.96,Future-proofed stable function,1,China,2016-02-16 12:05,0
46.31,57,44248.52,153.98,Front-line fault-tolerant intranet,1,China,2016-03-24 13:37,1
77.05,31,62161.26,236.64,Upgradable local migration,0,China,2016-03-20 22:27,0
77.47,36,70510.59,222.91,Assimilated actuating policy,1,China,2016-03-14 3:29,0
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,0,China,2016-07-22 11:05,0
61.76,34,33553.9,114.69,Open-source local approach,0,China,2016-05-27 8:53,1
40.17,26,47391.95,171.31,Visionary asymmetric encryption,1,China,2016-02-01 14:37,1
71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,0,China,2016-03-15 6:54,1
76.2,24,47258.59,228.81,Optimized coherent Internet solution,1,Japan,2016-03-02 6:35,0
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,0,Japan,2016-05-24 17:07,0
69.9,43,71392.53,138.35,Down-sized modular intranet,0,Japan,2016-05-13 11:51,1
76.99,31,56729.78,244.34,Switchable mobile framework,1,Japan,2016-06-22 7:33,0
67.36,37,73104.47,233.56,Future-proofed grid-enabled implementation,0,Japan,2016-07-06 16:00,0
62.06,40,63493.6,116.27,Digitized radical array,1,Japan,2016-03-16 20:10,1
52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,0,Japan,2016-05-19 6:37,1
66.69,35,48758.92,108.27,Integrated encompassing support,0,Japan,2016-05-11 19:13,1
70.04,31,74780.74,183.85,Intuitive radical forecast,1,Japan,2016-03-27 3:59,0
71.74,35,72423.97,227.56,Multi-channeled reciprocal artificial intelligence,0,Japan,2016-07-19 18:06,0
57.35,29,41356.31,119.84,Distributed 3rdgeneration definition,0,Japan,2016-04-23 14:34,1
83.71,45,64564.07,220.48,Organized demand-driven knowledgebase,1,Japan,2016-04-17 19:10,0
91.37,45,51920.49,182.65,Re-engineered composite moratorium,1,Japan,2016-04-01 7:37,1
37,48,36782.38,158.22,Function-based context-sensitive secured line,1,Japan,2016-03-24 6:36,1
60.23,35,43313.73,106.86,Balanced asynchronous hierarchy,0,Japan,2016-03-08 18:00,1
67.56,31,62318.38,125.45,Seamless composite budgetary management,0,Japan,2016-04-25 21:15,1
49.35,49,44304.13,119.86,Inverse stable synergy,0,Japan,2016-04-07 20:38,1
36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,1,Japan,2016-04-22 0:28,1
87.29,36,61628.72,209.93,Future-proofed methodical protocol,1,Japan,2016-03-23 9:43,0
55.6,44,65953.76,124.38,Fully-configurable neutral open system,1,Japan,2016-06-14 11:59,1
76.32,35,74166.24,195.31,Networked foreground definition,1,Japan,2016-06-23 0:16,0
43.63,38,61757.12,135.25,Quality-focused maximized extranet,1,Japan,2016-05-25 19:45,1
55.71,37,57806.03,112.52,Upgradable 4thgeneration portal,1,Japan,2016-03-06 23:26,1
71.89,23,61617.98,172.81,Function-based transitional complexity,1,Japan,2016-02-03 23:47,0
60.72,44,42995.8,105.69,Synergized context-sensitive database,0,Japan,2016-02-28 18:52,1
76.87,27,54774.77,235.35,Configurable fault-tolerant monitoring,1,Japan,2016-05-29 21:17,0
81.37,26,53049.44,156.48,Business-focused responsive website,1,Japan,2016-02-15 12:25,0
80.22,30,61806.31,224.58,Integrated motivating neural-net,0,Japan,2016-07-05 15:14,0
84,48,46868.53,136.21,Inverse discrete extranet,1,Japan,2016-04-17 5:08,1
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,1,Japan,2016-06-24 21:09,0
70.9,28,71727.51,190.95,Centralized client-driven workforce,0,Japan,2016-06-17 23:19,0
36.49,52,42136.33,196.61,Object-based system-worthy superstructure,1,Japan,2016-03-09 0:41,1
69.42,25,65791.17,213.38,Quality-focused hybrid frame,0,Japan,2016-02-13 4:16,0
82.95,39,69805.7,201.29,Customer-focused impactful success,0,Japan,2016-04-05 8:18,0
45.48,49,53336.76,129.16,Networked client-server solution,1,Japan,2016-05-19 4:23,1
60.94,41,76893.84,154.97,Fundamental fault-tolerant neural-net,0,Japan,2016-02-14 7:30,1
57.24,52,46473.14,117.35,Profound optimizing utilization,1,Japan,2016-06-29 21:39,1
67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,1,Japan,2016-01-12 3:28,1
42.83,34,54324.73,132.38,Vision-oriented methodical support,1,Japan,2016-04-23 9:42,1
63.24,53,65229.13,235.78,Future-proofed holistic superstructure,1,Japan,2016-07-03 4:33,1
40.67,35,48913.07,133.18,Stand-alone encompassing throughput,0,Japan,2016-05-05 9:28,1
84.88,32,63924.82,186.48,Ameliorated tangible hierarchy,0,Japan,2016-04-18 3:41,0
66.26,47,14548.06,179.04,Optional full-range projection,1,Japan,2016-04-25 19:31,1
58.6,19,44490.09,197.93,Configurable impactful firmware,1,Japan,2016-06-05 21:38,0
72.97,30,71384.57,208.58,Fundamental modular algorithm,1,Japan,2016-02-11 21:49,1
89.8,36,57330.43,198.24,User-centric attitude-oriented adapter,0,Japan,2016-02-02 4:57,0
38.93,39,27508.41,162.08,Intuitive exuding service-desk,0,Japan,2016-03-11 6:49,1
78.57,36,64045.93,239.32,Exclusive client-driven model,1,Japan,2016-03-27 2:35,0
39.76,28,35350.55,196.83,Integrated maximized service-desk,1,Japan,2016-02-08 14:02,1
78.29,38,57844.96,252.07,Networked regional Local Area Network,0,Japan,2016-01-05 20:58,0
53.63,54,50333.72,126.29,Front-line zero-defect array,1,Japan,2016-01-08 18:13,1
50.87,24,62939.5,190.41,Programmable empowering orchestration,0,Japan,2016-05-10 17:13,1
50.78,51,49957,122.04,Vision-oriented asynchronous Internet solution,0,Japan,2016-02-11 17:02,1
45.08,38,35349.26,125.27,Synergized clear-thinking protocol,0,Japan,2016-03-27 8:32,1
78.19,30,62475.99,228.81,Triple-buffered needs-based Local Area Network,0,Japan,2016-01-31 6:14,0
34.3,41,53167.68,160.74,Re-contextualized reciprocal interface,1,Japan,2016-05-16 14:50,1
53.44,42,42907.89,108.17,Up-sized next generation architecture,1,Japan,2016-04-04 22:00,1
73.15,25,64631.22,211.12,Face-to-face executive encryption,1,Japan,2016-01-29 7:14,0
75.55,36,73234.87,159.24,Managed grid-enabled standardization,0,Japan,2016-05-09 2:58,1
62.2,25,25408.21,161.16,Cross-platform multimedia algorithm,0,Japan,2016-04-24 13:42,1
59.21,35,73347.67,144.62,Managed disintermediate matrices,1,Japan,2016-02-02 8:55,1
48.26,50,43573.66,122.45,User-centric intermediate knowledge user,1,Japan,2016-06-18 22:31,1
62.12,37,50671.6,105.86,Re-engineered intangible software,1,Japan,2016-03-18 13:00,1
35.49,47,36884.23,170.04,Front-line actuating functionalities,0,Japan,2016-04-13 7:07,1
39.94,41,64927.19,156.3,Function-based optimizing protocol,0,Japan,2016-01-08 22:47,1
46.98,50,21644.91,175.37,Down-sized well-modulated archive,0,Japan,2016-05-04 9:00,1
39.3,32,48335.2,145.73,Decentralized bottom-line help-desk,0,Japan,2016-02-24 4:11,1
84.37,30,61389.5,201.58,Synchronized systemic hierarchy,0,Japan,2016-04-12 3:26,0
54.43,37,75180.2,154.74,Balanced contextually-based pricing structure,1,Japan,2016-05-31 9:06,1
73.27,28,67301.39,216.24,Front-line multi-state hub,1,Japan,2016-05-22 15:17,0
50.63,50,25767.16,142.23,Operative full-range forecast,0,Japan,2016-03-10 15:07,1
78.24,23,54106.21,199.29,Sharable value-added solution,0,Japan,2016-04-04 11:39,0
80.64,26,46974.15,221.59,Vision-oriented real-time framework,0,Japan,2016-05-24 10:04,0
62.79,36,18368.57,231.87,Total coherent archive,1,Japan,2016-05-30 20:08,1
58.35,37,70232.95,132.63,Universal asymmetric workforce,0,Japan,2016-06-12 21:21,1
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,0,Japan,2016-05-15 18:44,1
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,0,Japan,2016-06-26 2:34,1
82.4,36,66744.65,218.97,Implemented bifurcated workforce,1,Japan,2016-06-29 3:07,0
34.96,42,36913.51,160.49,Right-sized mobile initiative,1,Japan,2016-06-01 16:10,1
66.63,60,60333.38,176.98,User-friendly upward-trending intranet,0,Japan,2016-01-16 23:37,1
63.88,38,19991.72,136.85,Upgradable even-keeled hardware,0,Japan,2016-02-29 23:56,1
84.95,34,56379.3,230.36,Mandatory dedicated data-warehouse,0,Japan,2016-02-26 17:01,0
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,1,Japan,2016-04-29 7:49,0
76.44,26,58820.16,224.2,Distributed intangible database,1,Japan,2016-01-05 6:34,0
87.18,31,58287.86,193.6,Right-sized logistical middleware,0,Japan,2016-01-31 5:12,0
71.84,47,76003.47,199.79,Advanced exuding conglomeration,1,Japan,2016-05-08 22:47,0
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,0,Japan,2016-05-26 15:40,0
72.46,40,56683.32,113.53,Enhanced tertiary utilization,0,Japan,2016-05-01 9:23,1
50.48,50,20592.99,162.43,Switchable real-time product,0,Japan,2016-05-16 18:51,1
84.04,38,50723.67,244.55,Self-enabling didactic pricing structure,0,Japan,2016-07-20 9:27,0
79.4,35,63966.72,236.87,User-centric intangible contingency,0,Japan,2016-04-01 9:21,0
81.05,34,54045.39,245.5,Configurable asynchronous application,0,Malaysia,2016-05-18 0:07,0
59.05,57,25583.29,169.23,Digitized global capability,1,Malaysia,2016-07-15 5:05,1
89.91,40,59593.56,194.23,Innovative background conglomeration,0,Malaysia,2016-07-09 14:55,0
84.69,31,46160.63,231.85,Right-sized transitional parallelism,1,Malaysia,2016-07-07 23:32,0
64.79,30,42251.59,116.07,Visionary mission-critical application,0,Malaysia,2016-02-17 20:22,1
80.47,42,70505.06,215.18,Grass-roots multimedia policy,1,Malaysia,2016-02-21 5:23,0
52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,1,Malaysia,2016-06-05 7:54,1
81.45,31,66027.31,205.84,Triple-buffered human-resource complexity,1,Malaysia,2016-05-30 21:22,0
65.07,24,57545.56,233.85,Multi-lateral multi-state encryption,0,Malaysia,2016-01-03 7:13,0
48.03,40,25598.75,134.6,Networked stable array,1,Malaysia,2016-06-02 22:16,1
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,1,Malaysia,2016-07-05 22:33,0
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,0,Malaysia,2016-06-01 3:17,1
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,0,Malaysia,2016-07-13 14:30,0
41.46,42,52177.4,128.98,Integrated impactful groupware,1,Malaysia,2016-05-23 8:06,1
69.95,28,56725.47,247.01,Horizontal even-keeled challenge,0,Malaysia,2016-04-28 1:24,0
43.16,35,25371.52,156.11,Implemented didactic support,1,Malaysia,2016-07-06 3:40,1
61.88,42,60223.52,112.19,Balanced actuating moderator,1,Malaysia,2016-07-23 11:46,1
73.27,32,67113.46,234.75,Streamlined analyzing initiative,1,Malaysia,2016-01-29 20:16,0
41.47,31,60953.93,219.79,Secured scalable Graphical User Interface,0,Malaysia,2016-07-06 15:56,1
44.15,28,48867.67,141.96,Proactive secondary monitoring,1,Malaysia,2016-01-22 15:03,1
53.3,34,44893.71,111.94,Self-enabling optimal initiative,0,Malaysia,2016-05-06 21:07,1
81.67,28,62927.96,196.76,Visionary analyzing structure,1,Malaysia,2016-03-04 8:48,0
70.66,43,63450.96,120.95,Versatile scalable encryption,1,Malaysia,2016-02-26 4:57,1
75.32,28,59998.5,233.6,Reduced mobile structure,1,Malaysia,2016-01-01 21:58,0
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,0,Malaysia,2016-03-05 23:02,0
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,0,Malaysia,2016-06-11 6:47,0
67.58,41,65044.59,255.61,Focused high-level conglomeration,1,Malaysia,2016-02-01 19:42,0
39.25,39,62378.05,152.36,Customer-focused incremental system engine,0,Malaysia,2016-01-23 17:39,1
32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,0,Malaysia,2016-05-02 18:37,1
